sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);TEMPERATURE (F);RELATIVE HUMIDITY (%);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;GPS NMEA;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
10.2777;-0.8481;1.5024;9.6802;-0.9406;1.2566;0.5975;0.0924;0.2458;0.0161;-0.0374;0.063;0.0;12.37;-2.6;20.25;94.99;5.5;-82.6;3.1;986.7;83.4;19.3;70.369;40.105316;-79.91789;1009.68;1130.2541513242857;;100.8;16.129032;335.1;13 / 15;"$GPRMC,201730,A,4006.305482,N,07955.066351,W,54.9,333.5,150117,0.0,E,D*35::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.3,0.9,0.9*3C::$GPGGA,201730,4006.305482,N,07955.066351,W,2,12,0.9,356.0,M,-43.0,M,,*77::$GPGSV,3,3,15,32,55,082,29,12,09,035,,16,00,000,,29,00,000,*7D::$GPVTG,335.1,T,335.1,M,54.4,N,100.8,K,D*1A::$GLGSV,1,1,15,66,54,329,23,76,66,232,26,75,54,029,32*56";12760007;2017-01-15 15:17:30:738
9.098;-0.4459;0.4986;9.7708;-0.5446;0.6366;-0.6728;0.0987;-0.138;0.0316;-0.0252;0.0624;0.0;12.11;-4.04;19.26;100.17;3.18;-86.27;3.1;988.33;83.4;19.3;71.275;40.10754;-79.91898;964.52;1130.2541513242857;;106.2;9.677419;338.9;13 / 15;"$GPRMC,201741,A,4006.467287,N,07955.146325,W,57.3,338.3,150117,0.0,E,D*37::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.2,0.9,0.8*3C::$GPGGA,201740,4006.452396,N,07955.139098,W,2,12,0.9,342.0,M,-43.0,M,,*7F::$GPGSV,3,3,15,32,55,082,25,10,24,161,,16,00,000,,29,00,000,*7C::$GPVTG,338.3,T,338.3,M,57.3,N,106.2,K,D*12::$GLGSV,1,1,15,66,54,329,24,76,66,232,29,75,54,029,31*5D";12770007;2017-01-15 15:17:40:738
8.102;-0.1454;0.5429;9.7476;-0.4776;0.9622;-1.6457;0.3322;-0.4193;0.0154;-0.035;0.0389;0.0;10.96;-1.47;19.16;91.2;2.79;-84.36;3.1;989.82;83.5;19.2;70.674;40.109913;-79.92014;922.58;1031.2114940215097;;95.4;12.903226;339.7;13 / 15;"$GPRMC,201750,A,4006.594575,N,07955.208477,W,51.5,339.7,150117,0.0,E,D*3C::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.1,0.8,0.8*3E::$GPGGA,201750,4006.594575,N,07955.208477,W,2,12,0.8,329.0,M,-43.0,M,,*76::$GPGSV,3,3,15,10,23,161,,16,00,000,,29,00,000,,31,76,288,*76::$GPVTG,339.7,T,339.7,M,51.5,N,95.4,K,D*2F::$GLGSV,1,1,15,66,54,329,25,76,66,232,27,75,54,029,32*51";12780008;2017-01-15 15:17:50:739
8.5144;-0.3968;2.9544;9.2974;-1.0843;2.9246;-0.783;0.6875;0.0298;-0.0985;-0.016;0.0505;0.0;10.2;3.07;2.83;358.08;6.35;-72.54;3.1;990.01;83.4;19.2;68.148;40.1118;-79.92051;912.9;1031.2114940215097;;64.8;32.258064;15.7;13 / 15;"$GPRMC,201800,A,4006.707861,N,07955.230949,W,35.0,15.7,150117,0.0,E,D*07::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.1,0.8,0.8*3E::$GPGGA,201800,4006.707861,N,07955.230949,W,2,12,0.8,326.0,M,-43.0,M,,*78::$GPGSV,3,3,15,31,76,288,26,32,54,084,32,16,00,000,,29,00,000,*79::$GPVTG,15.7,T,15.7,M,35.0,N,64.8,K,D*2A::$GLGSV,1,1,15,66,55,329,23,76,66,233,25,75,52,029,26*56";12790008;2017-01-15 15:18:00:739
9.5594;-1.3856;2.1446;9.4858;-1.0891;2.2369;0.0736;-0.2966;-0.0923;-0.0484;-0.0396;0.07;0.0;14.48;21.53;-3.45;345.25;6.38;-76.73;3.1;990.42;83.4;19.2;67.257;40.112244;-79.91867;903.23;1017.4021898666614;;65.7;32.258064;106.5;13 / 15;"$GPRMC,201811,A,4006.734709,N,07955.120142,W,35.5,106.5,150117,0.0,E,D*33::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.2,0.9,0.8*3C::$GPGGA,201811,4006.734709,N,07955.120142,W,2,12,0.9,323.0,M,-43.0,M,,*7C::$GPGSV,3,3,15,31,76,288,21,32,54,084,32,16,00,000,,29,00,000,*7E::$GPVTG,106.5,T,106.5,M,35.5,N,65.7,K,D*21::$GLGSV,1,1,15,66,55,329,22,76,66,233,24,75,52,029,24*54";12800007;2017-01-15 15:18:10:738
10.7667;-0.7225;3.7368;9.409;-0.6742;2.6808;1.3577;-0.0483;1.0559;-0.093;-0.028;0.0966;0.0;15.75;27.71;11.25;11.98;3.94;-74.1;3.1;991.46;83.5;19.1;69.873;40.111004;-79.917015;906.45;1017.4021898666614;;71.1;32.258064;152.5;13 / 15;"$GPRMC,201821,A,4006.660296,N,07955.021072,W,38.4,152.5,150117,0.0,E,D*3C::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.2,0.9,0.8*3C::$GPGGA,201821,4006.660296,N,07955.021072,W,2,12,0.9,324.0,M,-43.0,M,,*79::$GPGSV,3,3,15,31,76,288,29,32,54,084,30,16,00,000,,29,00,000,*74::$GPVTG,152.5,T,152.5,M,38.4,N,71.1,K,D*2E::$GLGSV,1,1,15,66,55,329,28,76,66,233,24,75,52,029,28*52";12810007;2017-01-15 15:18:20:738
9.9629;-3.2741;1.3318;9.0663;-2.6429;2.6435;0.8966;-0.6312;-1.3117;0.0127;-0.016;0.0749;0.0;13.73;14.35;32.37;53.94;15.63;-73.74;3.1;991.58;83.3;19.2;71.1;40.10988;-79.91781;883.87;974.1120841578157;;66.6;32.258064;257.6;13 / 15;"$GPRMC,201831,A,4006.592772,N,07955.068254,W,36.0,257.6,150117,0.0,E,D*38::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.2,0.9,0.8*3C::$GPGGA,201831,4006.592772,N,07955.068254,W,2,12,0.9,317.0,M,-43.0,M,,*72::$GPGSV,3,3,15,32,54,084,28,12,09,033,,16,00,000,,29,00,000,*7D::$GPVTG,257.6,T,257.6,M,36.0,N,66.6,K,D*25::$GLGSV,1,1,15,66,55,329,29,76,66,233,32,75,52,029,15*5A";12820008;2017-01-15 15:18:30:739
9.8635;-2.0405;2.2715;9.458;-1.8104;1.8543;0.4055;-0.23;0.4172;-0.0191;-0.0341;0.0676;0.0;23.64;10.09;37.24;63.97;10.63;-78.94;3.1;990.74;83.3;19.1;71.013;40.109737;-79.92042;874.19;974.1120841578157;;98.1;38.709675;269.4;13 / 15;"$GPRMC,201840,A,4006.584179,N,07955.225135,W,53.0,269.4,150117,0.0,E,D*37::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.2,0.9,0.9*3D::$GPGGA,201840,4006.584179,N,07955.225135,W,2,12,0.9,314.0,M,-43.0,M,,*72::$GPGSV,3,3,15,12,09,033,,14,71,022,,16,00,000,,29,00,000,*78::$GPVTG,269.4,T,269.4,M,53.0,N,98.1,K,D*20::$GLGSV,1,1,15,66,55,329,29,76,66,233,25,75,52,029,18*51";12830008;2017-01-15 15:18:40:739
9.3673;-1.4856;0.7482;9.7009;-1.2698;0.6707;-0.3336;-0.2158;0.0775;0.0298;-0.0252;0.0544;0.0;20.18;8.37;24.53;66.39;7.37;-85.98;3.1;989.95;83.3;19.1;70.049;40.1104;-79.924095;883.87;1000.1342269139047;;121.5;32.258064;284.1;13 / 15;"$GPRMC,201850,A,4006.624094,N,07955.445870,W,65.6,284.1,150117,0.0,E,D*30::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.1,0.8,0.8*3E::$GPGGA,201850,4006.624094,N,07955.445870,W,2,12,0.8,317.0,M,-43.0,M,,*72::$GPGSV,3,2,15,14,71,022,21,22,35,303,25,25,40,061,19,26,26,181,21*7A::$GPVTG,284.1,T,284.1,M,65.6,N,121.5,K,D*14::$GLGSV,1,1,15,66,55,329,29,76,66,233,20,75,52,029,28*57";12840009;2017-01-15 15:18:50:740
10.1376;-1.9782;0.6213;9.6813;-1.3986;0.6976;0.4563;-0.5796;-0.0763;0.028;-0.0212;0.0792;0.0;13.46;8.94;31.09;69.73;8.2;-85.88;3.1;989.16;83.4;18.9;71.832;40.111244;-79.92788;900.0;1000.1342269139047;;121.5;32.258064;285.5;13 / 15;"$GPRMC,201900,A,4006.674693,N,07955.672813,W,65.6,285.5,150117,0.0,E,D*36::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.1,0.8,0.8*3E::$GPGGA,201900,4006.674693,N,07955.672813,W,2,12,0.8,322.0,M,-43.0,M,,*77::$GPGSV,3,3,15,31,76,288,33,32,54,084,31,14,71,022,,16,00,000,*76::$GPVTG,285.5,T,285.5,M,65.6,N,121.5,K,D*14::$GLGSV,1,1,15,66,55,329,24,76,66,233,19,75,52,029,25*5D";12850007;2017-01-15 15:19:00:738
9.9593;-1.7579;0.6009;9.672;-1.5111;0.5824;0.2873;-0.2469;0.0185;0.0298;-0.0212;0.0685;0.0;21.04;7.72;29.64;67.64;8.84;-86.58;3.1;988.24;83.4;19.1;71.512;40.111973;-79.93162;919.35;1045.5399376128428;;118.8;35.48387;285.4;13 / 15;"$GPRMC,201911,A,4006.723390,N,07955.919480,W,64.1,285.3,150117,0.0,E,D*37::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.2,0.9,0.8*3C::$GPGGA,201911,4006.723390,N,07955.919480,W,2,12,0.9,329.0,M,-43.0,M,,*7C::$GPGSV,3,3,15,29,00,000,29,31,76,288,33,32,54,084,31,16,00,000,*75::$GPVTG,285.3,T,285.3,M,64.1,N,118.8,K,D*15::$GLGSV,1,1,15,66,55,329,28,76,66,233,22,75,52,029,27*5B";12860007;2017-01-15 15:19:10:738
9.7121;-1.5437;1.0708;9.661;-1.4734;0.8149;0.0511;-0.0702;0.2559;0.0338;-0.0527;0.0654;0.0;20.64;8.05;27.32;65.62;8.63;-85.17;3.1;987.35;83.3;19.1;72.288;40.112835;-79.9357;938.71;1045.5399376128428;;117.0;35.48387;284.8;13 / 15;"$GPRMC,201921,A,4006.770161,N,07956.141916,W,63.2,284.8,150117,0.0,E,D*34::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.2,0.9,0.8*3C::$GPGGA,201921,4006.770161,N,07956.141916,W,2,12,0.9,334.0,M,-43.0,M,,*7D::$GPGSV,3,3,15,31,76,288,33,32,54,084,31,12,09,033,,16,00,000,*7F::$GPVTG,284.8,T,284.8,M,63.2,N,117.0,K,D*16::$GLGSV,1,1,15,66,55,329,25,76,66,233,22,75,52,029,26*57";12870007;2017-01-15 15:19:20:738
9.8497;0.0569;1.3258;9.7245;-0.2312;1.2456;0.1253;0.288;0.0802;0.0057;-0.0396;0.0816;0.0;22.12;4.71;26.56;76.89;1.33;-82.71;3.1;987.85;83.3;18.9;69.653;40.113613;-79.93881;935.48;1068.4658677658003;;97.2;29.032257;292.1;13 / 15;"$GPRMC,201931,A,4006.822242,N,07956.345690,W,51.0,292.8,150117,0.0,E,D*3C::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.2,0.9,0.8*3C::$GPGGA,201930,4006.816671,N,07956.329096,W,2,12,0.9,333.0,M,-43.0,M,,*7E::$GPGSV,3,3,15,31,76,292,31,32,54,085,28,12,08,033,,16,00,000,*7E::$GPVTG,292.8,T,292.8,M,51.0,N,94.5,K,D*2A::$GLGSV,1,1,15,66,55,329,29,76,66,233,33,75,52,029,26*5B";12880008;2017-01-15 15:19:30:739
9.7845;-1.2061;1.0732;9.714;-1.1764;0.651;0.0705;-0.0297;0.4222;0.0329;-0.027;0.0596;0.0;13.0;5.28;29.81;76.47;6.9;-86.18;3.1;988.52;83.5;19.0;69.372;40.114674;-79.94169;932.26;1068.4658677658003;;87.3;29.032257;296.3;13 / 15;"$GPRMC,201941,A,4006.880172,N,07956.501315,W,47.1,296.3,150117,0.0,E,D*34::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.2,0.9,0.8*3C::$GPGGA,201941,4006.880172,N,07956.501315,W,2,12,0.9,332.0,M,-43.0,M,,*76::$GPGSV,3,3,15,31,76,292,32,32,54,085,27,12,08,033,,16,00,000,*72::$GPVTG,296.3,T,296.3,M,47.1,N,87.3,K,D*28::$GLGSV,1,1,15,66,55,329,30,76,66,233,32,75,52,029,30*55";12890008;2017-01-15 15:19:40:739
9.4475;-2.1404;0.5297;9.5845;-1.9041;0.8261;-0.137;-0.2363;-0.2964;0.0301;-0.0084;0.0661;0.0;13.85;5.8;28.65;71.85;11.2;-85.07;3.1;987.96;83.2;19.0;70.488;40.115673;-79.944275;941.94;1068.4658677658003;;90.9;29.032257;296.6;13 / 14;"$GPRMC,201951,A,4006.940338,N,07956.656398,W,49.1,296.6,150117,0.0,E,D*3B::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.2,0.9,0.8*3C::$GPGGA,201951,4006.940338,N,07956.656398,W,2,12,0.9,335.0,M,-43.0,M,,*75::$GPGSV,3,3,14,32,54,085,19,12,08,033,,16,00,000,*45::$GPVTG,296.6,T,296.6,M,49.1,N,90.9,K,D*2A::$GLGSV,1,1,14,66,55,329,25,76,66,233,30,75,52,029,30*52";12900008;2017-01-15 15:19:50:739
9.432;-1.5838;1.251;9.5832;-1.7458;1.1332;-0.1513;0.1621;0.1177;0.0157;-0.0203;0.0609;0.0;16.99;5.64;26.24;68.36;10.25;-83.26;3.1;986.92;83.3;18.9;71.778;40.116627;-79.946754;967.74;1066.1609294420869;;98.1;29.032257;297.1;13 / 15;"$GPRMC,202001,A,4007.004591,N,07956.822481,W,53.0,297.8,150117,0.0,E,D*3E::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.1,0.8,0.8*3E::$GPGGA,202001,4007.004591,N,07956.822481,W,2,12,0.8,344.0,M,-43.0,M,,*72::$GPGSV,3,3,15,31,76,292,32,32,54,085,19,16,00,000,,29,00,000,*7F::$GPVTG,297.8,T,297.8,M,53.0,N,98.1,K,D*20::$GLGSV,1,1,15,66,56,329,26,76,67,236,32,75,52,029,28*5C";12910007;2017-01-15 15:20:00:738
9.3853;-1.9531;1.1366;9.5321;-1.9487;1.2294;-0.1469;-0.0043;-0.0928;0.0154;-0.0316;0.0575;0.0;12.87;4.11;27.11;74.07;11.46;-82.65;3.1;985.59;83.3;18.9;72.688;40.11797;-79.949554;987.1;1066.1609294420869;;104.4;35.48387;304.8;13 / 15;"$GPRMC,202010,A,4007.078064,N,07956.973220,W,56.4,304.8,150117,0.0,E,D*38::$GPGSA,A,3,01,03,10,11,12,14,18,22,25,26,31,32,1.2,0.9,0.8*3C::$GPGGA,202010,4007.078064,N,07956.973220,W,2,12,0.9,349.0,M,-43.0,M,,*72::$GPGSV,3,3,15,31,76,292,31,32,54,085,25,16,00,000,,29,00,000,*73::$GPVTG,304.8,T,304.8,M,56.4,N,104.4,K,D*10::$GLGSV,1,1,15,66,56,329,23,76,67,236,25,75,52,029,18*5C";12920008;2017-01-15 15:20:10:739
